Name,Fold Change(Tb/CK),Tb-Mean(%),Tb-Sd(%),CK-Mean(%),CK-Sd(%),Lower ci,Upper ci,Effectsize,P-value,corrected pvalue
"PWY-6486","5.0097924010967","0","0","0","0","-2.284E-5","-6.764E-7","-1.024E-5","0.1611","0.2036"
"PWY-6942","41.051175656985","0","0","0","0","-2.688E-5","-2.967E-6","-1.448E-5","0.2064","0.2571"
"PWY-6167","31.784232365145","0","0","0","0","-3.34E-5","4.35E-9","-1.113E-5","0.8722","0.8889"
"PWY-5519","7.8811571540266","0","0","0","0","-1.771E-5","-2.036E-6","-8.801E-6","0.1129","0.1494"
"PWY-6148","20.7081604426","0","0","0","0","-2.138E-5","5.028E-9","-7.124E-6","0.8722","0.8889"
"PWY-5789","19.814661134163","0","0","0","0","-2.041E-5","5.054E-9","-6.802E-6","0.8722","0.8889"
"PWY-6349","18.163208852006","0","0","0","0","-1.862E-5","5.23E-9","-6.204E-6","0.8722","0.8889"
"PWY-6654","17.435684647303","0","0","0","0","-1.783E-5","4.706E-9","-5.942E-6","0.8722","0.8889"
"PWY-6350","16.910096818811","0","0","0","0","-1.726E-5","5.922E-9","-5.752E-6","0.8722","0.8889"
"PWY-7385","12.387275242047","0","0","0","0","-1.029E-5","1.893E-9","-4.117E-6","0.6961","0.747"
"PWY-7286","11.933609958506","0","0","0","0","-1.186E-5","5.144E-9","-3.953E-6","0.8722","0.8889"
"PWY-5532","9.1092669432918","0","0","0","0","-6.684E-6","-1.38E-9","-2.931E-6","0.4213","0.4799"
