Name,P-value,corrected pvalue,ASTb-Mean(%),ASTb-Sd(%),ASCK-Mean(%),ASCK-Sd(%),KDTb-Mean(%),KDTb-Sd(%),KDCK-Mean(%),KDCK-Sd(%),XBTb-Mean(%),XBTb-Sd(%),XBCK-Mean(%),XBCK-Sd(%),XYTb-Mean(%),XYTb-Sd(%),XYCK-Mean(%),XYCK-Sd(%)
"2.1.1.197","0.03734","0.06371","0.0105","0.002","0.0103","0.0014","0.0103","0.0027","0.0115","0.0005","0.0076","0.0014","0.0129","0.001","0.0119","0.0038","0.0116","0.0001"
"3.5.3.4","0.01263","0.03092","0.0128","0.0038","0.008","0.0024","0.0098","0.0008","0.0066","0.0011","0.0124","0.0034","0.0083","0.0008","0.0185","0.0047","0.0102","0.0003"
"1.2.1.39","0.001606","0.01834","0.0134","0.0014","0.0098","0.0016","0.0139","0.0015","0.0067","0.0002","0.0142","0.0017","0.0077","0.0006","0.0139","0.0016","0.0068","0.0003"
"1.1.1.281","0.04764","0.07507","0.014","0.0044","0.011","0.0074","0.0141","0.0041","0.0076","0.0011","0.0143","0.003","0.0092","0.0014","0.0075","0.0022","0.0085","0.0003"
"1.14.19.9","0.005864","0.02193","0.0165","0.0057","0.0078","0.0019","0.0133","0.0038","0.0049","0.0015","0.0144","0.0039","0.0125","0.0023","0.0109","0.0006","0.0061","0.0005"
"3.5.1.9","0.0009927","0.01834","0.0141","0.001","0.0096","0.0023","0.013","0.0004","0.0075","0.0008","0.016","0.0035","0.0076","0.0003","0.0114","0.0018","0.007","0.0004"
"1.1.1.48","0.1064","0.1371","0.0098","0.0025","0.01","0.0028","0.0113","0.003","0.0106","0.0008","0.0092","0.0032","0.0143","0.0021","0.0086","0.0029","0.0121","0.0006"
"4.99.1.3","0.0134","0.03206","0.0121","0.0019","0.0089","0.0015","0.0104","0.0006","0.008","0.0017","0.0123","0.0016","0.0111","0.0013","0.0135","0.0022","0.0093","0.0003"
"4.1.2.40","0.03039","0.0544","0.006","0.0031","0.0096","0.0086","0.0062","0.0025","0.0186","0.0047","0.0044","0.0012","0.0147","0.0058","0.0095","0.0049","0.0168","0.0006"
"2.3.1.118","0.00173","0.01834","0.0155","0.0034","0.0077","0.0011","0.0125","0.0006","0.006","0.0004","0.014","0.0034","0.0082","0.0007","0.0144","0.0009","0.0073","0.0004"
"4.2.1.148","0.007795","0.02416","0.0092","0.0005","0.014","0.003","0.0099","0.0023","0.0118","0.0011","0.0074","0.0017","0.0109","0.0014","0.0088","0.0029","0.013","0.0004"
"3.1.3.71","0.0016","0.01834","0.0135","0.0007","0.0097","0.0013","0.0134","0.0009","0.0068","0.0014","0.0144","0.0025","0.0092","0.0003","0.0102","0.0011","0.0068","0.0003"
"3.3.2.8","0.09796","0.1288","0.0122","0.0016","0.0108","0.0025","0.0113","0.0014","0.0092","0.0019","0.0106","0.0026","0.0083","0.0009","0.0124","0.0036","0.0087","0.0003"
"4.2.99.21","0.1801","0.2136","0.0111","0.0022","0.0112","0.0038","0.0087","0.0024","0.0103","0.0026","0.0095","0.0013","0.0099","0.0012","0.0142","0.0029","0.0085","0.0001"
"1.1.3.41","0.01065","0.02799","0.0106","0.0014","0.0068","0.002","0.0106","0.0026","0.0065","0.0009","0.0104","0.0016","0.0106","0.0024","0.0151","0.0028","0.0126","0.0002"
"1.1.3.8","0.002053","0.01834","0.013","0.003","0.0087","0.0035","0.016","0.0035","0.005","0.0006","0.0171","0.0034","0.0063","0.0004","0.0117","0.0026","0.0051","0.0003"
"1.3.1.1","0.0312","0.05532","0.0099","0.0043","0.0102","0.0027","0.0078","0.002","0.0143","0.001","0.0076","0.0011","0.0118","0.0012","0.0097","0.0027","0.0116","0.0001"
"5.4.99.21","0.01969","0.04155","0.0133","0.0033","0.008","0.0023","0.0105","0.0028","0.0056","0.001","0.0112","0.0018","0.0133","0.001","0.0113","0.0024","0.0096","0.0005"
"3.2.1.78","0.001991","0.01834","0.0135","0.0017","0.0079","0.0011","0.0094","0.0018","0.0054","0.0003","0.0135","0.0022","0.009","0.0009","0.0142","0.004","0.0096","0.0002"
"3.5.5.7","0.007501","0.02356","0.0087","0.0033","0.0085","0.0021","0.01","0.0027","0.0109","0.0007","0.0069","0.0025","0.0149","0.0021","0.0091","0.0037","0.0132","0.0006"
"3.1.3.41","0.02146","0.04369","0.011","0.0005","0.0087","0.0023","0.0098","0.0023","0.0098","0.0001","0.0107","0.0013","0.0123","0.0018","0.0074","0.0029","0.0123","0.0007"
"4.1.1.3","0.01089","0.0284","0.0089","0.0021","0.0097","0.0025","0.0107","0.003","0.0106","0.0003","0.0081","0.002","0.0135","0.0016","0.0072","0.0033","0.0123","0.0006"
"1.6.2.4","0.07045","0.1024","0.0092","0.0016","0.0086","0.0023","0.0112","0.0014","0.0092","0.0006","0.0105","0.0021","0.0123","0.0018","0.0084","0.0022","0.0115","0.0007"
"2.3.1.174","0.005189","0.02065","0.008","0.0018","0.0094","0.0022","0.0095","0.0026","0.0123","0.0007","0.0072","0.0017","0.0137","0.0022","0.0081","0.003","0.0125","0.0005"
"2.5.1.56","0.01497","0.03441","0.0137","0.0039","0.0096","0.0057","0.0144","0.0043","0.0069","0.0012","0.0132","0.0041","0.0076","0.0011","0.0093","0.0019","0.0058","0.0002"
"3.1.3.26","0.01316","0.03172","0.0056","0.0025","0.0098","0.0082","0.0059","0.0012","0.0175","0.0038","0.0038","0.001","0.0136","0.0043","0.0092","0.005","0.0148","0.0005"
"1.3.98.1","0.2545","0.2838","0.0088","0.004","0.0117","0.0057","0.0091","0.0047","0.0152","0.0039","0.0076","0.0031","0.0106","0.004","0.0067","0.0036","0.0105","0.0006"
"2.4.1.289","0.3126","0.3385","0.0104","0.0011","0.0093","0.0042","0.0103","0.0026","0.0099","0.0025","0.0118","0.002","0.0083","0.0008","0.0117","0.0033","0.0086","0.0002"
"4.2.1.108","0.01103","0.02862","0.0124","0.0021","0.0088","0.0029","0.0116","0.0021","0.0075","0.0023","0.0131","0.0025","0.007","0.0007","0.012","0.0032","0.0073","0.0004"
"1.4.99.6","0.006195","0.0223","0.0111","0.0015","0.0107","0.0034","0.0102","0.0005","0.0127","0.0013","0.0114","0.0017","0.0074","0.0009","0.0081","0.0016","0.007","0.0002"
"2.7.7.75","0.01122","0.02888","0.0098","0.0023","0.0084","0.0015","0.0083","0.0007","0.0096","0.0016","0.0082","0.0012","0.0128","0.0011","0.0104","0.0012","0.0108","0.0003"
"4.1.1.2","0.1382","0.1701","0.0114","0.0024","0.0071","0.0024","0.0092","0.0031","0.008","0.0011","0.0093","0.0025","0.0107","0.0013","0.0104","0.0017","0.012","0.0006"
"1.4.1.21","0.01078","0.02822","0.0082","0.0014","0.0092","0.002","0.0099","0.0028","0.0102","0.001","0.0067","0.0026","0.0134","0.002","0.0085","0.0035","0.0122","0.0007"
"1.2.1.60","0.01019","0.02707","0.0085","0.0018","0.0085","0.0022","0.0097","0.0028","0.0094","0.0009","0.0074","0.0012","0.0136","0.0019","0.0089","0.002","0.0122","0.0008"
"1.1.3.47","0.00643","0.0225","0.0084","0.0025","0.0086","0.0019","0.0091","0.0027","0.0105","0.0009","0.0062","0.0028","0.0139","0.0021","0.0088","0.0034","0.0127","0.0006"
"4.4.1.15","0.004124","0.01915","0.014","0.0043","0.0086","0.0068","0.0154","0.0044","0.0034","0.0004","0.0151","0.0021","0.0069","0.001","0.0099","0.0011","0.0048","0.0002"
"3.5.2.15","0.04221","0.0688","0.0088","0.0018","0.0084","0.0028","0.0107","0.0019","0.0092","0.0008","0.0101","0.0012","0.0125","0.0018","0.0073","0.0021","0.0112","0.0006"
"1.14.15.3","0.4869","0.5063","0.0103","0.0019","0.0099","0.0037","0.01","0.0024","0.0097","0.0025","0.0094","0.0012","0.0084","0.0009","0.0121","0.0034","0.0082","0.0003"
"2.6.1.57","0.01014","0.02696","0.0112","0.0026","0.0086","0.0019","0.0104","0.002","0.0069","0.0003","0.0085","0.0012","0.0119","0.0012","0.012","0.0019","0.0082","0.0002"
"1.8.1.15","0.01061","0.02791","0.011","0.0003","0.0091","0.0024","0.0116","0.003","0.0076","0.0018","0.013","0.0019","0.0068","0.0007","0.012","0.0038","0.0067","0.0003"
"2.6.1.102","0.001836","0.01834","0.0124","0.002","0.0086","0.0027","0.014","0.0026","0.0053","0.0007","0.0147","0.0023","0.0062","0.0003","0.0111","0.0024","0.0054","0.0004"
"2.3.1.178","0.01596","0.03597","0.012","0.0022","0.0087","0.0029","0.0112","0.0023","0.0074","0.0023","0.0127","0.0026","0.0066","0.0007","0.0118","0.0033","0.007","0.0004"
"2.4.1.287","0.01068","0.02802","0.0109","0.0005","0.0093","0.0028","0.0116","0.0032","0.0077","0.0018","0.0131","0.003","0.0066","0.0007","0.0113","0.0031","0.0066","0.0004"
"1.5.1.36","0.002934","0.01834","0.0075","0.0028","0.0079","0.0021","0.0083","0.0026","0.011","0.0007","0.0052","0.0022","0.0146","0.0023","0.0091","0.003","0.0133","0.0007"
"2.3.1.184","0.007097","0.02302","0.008","0.0018","0.0085","0.002","0.0095","0.0033","0.0099","0.0008","0.0062","0.0023","0.0138","0.002","0.0085","0.0031","0.0124","0.0006"
"2.3.1.109","0.006426","0.0225","0.011","0.0028","0.0083","0.002","0.0088","0.0018","0.0065","0.0008","0.0082","0.0013","0.0125","0.0014","0.0131","0.0019","0.0084","0.0003"
"1.3.99.12","0.01988","0.04168","0.005","0.0016","0.0095","0.0079","0.0056","0.001","0.017","0.0042","0.0032","0.0013","0.0136","0.0056","0.0078","0.0048","0.0149","0.0006"
"6.1.1.24","0.7317","0.739","0.0117","0.0016","0.0094","0.0052","0.0094","0.003","0.0092","0.0034","0.011","0.0039","0.0087","0.0035","0.0072","0.0034","0.01","0.0005"
"5.3.3.10","0.007422","0.02351","0.008","0.0018","0.0082","0.0022","0.0096","0.0032","0.0094","0.0009","0.0066","0.0022","0.0144","0.002","0.0078","0.0028","0.0121","0.0007"
"1.4.3.21","0.001787","0.01834","0.0125","0.0016","0.007","0.0022","0.0138","0.0037","0.0049","0.0007","0.0181","0.0038","0.0047","0.0005","0.0098","0.0038","0.0051","0.0002"
"4.1.1.8","0.003555","0.01868","0.0074","0.0019","0.0084","0.002","0.0087","0.0027","0.0109","0.0003","0.0059","0.0023","0.0136","0.0021","0.0087","0.003","0.0123","0.0006"
"3.4.15.6","0.004001","0.0189","0.0106","0.0035","0.0077","0.0024","0.0128","0.0012","0.005","0.0013","0.0135","0.0014","0.0123","0.0008","0.0061","0.0007","0.0075","0.0004"
"1.1.1.56","0.0105","0.02772","0.0077","0.002","0.0084","0.002","0.0095","0.0033","0.0097","0.001","0.0066","0.0027","0.013","0.002","0.0076","0.0033","0.0119","0.0006"
"5.4.3.3","0.00142","0.01834","0.0134","0.0027","0.007","0.0038","0.0137","0.003","0.0026","0.0008","0.0177","0.0039","0.0053","0.0002","0.0102","0.0024","0.0045","0.0004"
"5.4.1.3","0.09387","0.1251","0.0104","0.0015","0.0093","0.0038","0.0097","0.0013","0.009","0.0024","0.0103","0.001","0.0072","0.0009","0.011","0.0032","0.0073","0.0002"
"3.4.24.70","0.03144","0.0557","0.0085","0.0011","0.0084","0.0017","0.0087","0.0025","0.0103","0.0002","0.0069","0.0012","0.0115","0.0009","0.0104","0.0031","0.0093","0.0001"
"5.3.1.17","0.03858","0.06528","0.0111","0.0023","0.0071","0.0019","0.0101","0.0036","0.0061","0.0017","0.0086","0.0009","0.0121","0.0017","0.0092","0.0022","0.0096","0.0003"
"5.4.99.19","0.01356","0.03231","0.0123","0.0028","0.007","0.0015","0.0094","0.0022","0.0059","0.0008","0.0112","0.0027","0.01","0.0009","0.0105","0.0018","0.0075","0.0002"
"6.3.2.29","0.001594","0.01834","0.011","0.0035","0.0065","0.0019","0.0146","0.0015","0.0031","0.001","0.0143","0.0022","0.0121","0.0008","0.0063","0.0008","0.0056","0.0002"
"6.3.2.30","0.001594","0.01834","0.011","0.0035","0.0065","0.0019","0.0146","0.0015","0.0031","0.001","0.0143","0.0022","0.0121","0.0008","0.0063","0.0008","0.0056","0.0002"
"1.14.14.9","0.001575","0.01834","0.0123","0.0013","0.007","0.0018","0.011","0.0026","0.006","0.0004","0.0158","0.0037","0.0052","0.0005","0.0097","0.0033","0.0064","0.0002"
"2.7.1.29","0.00907","0.02554","0.0115","0.0049","0.0058","0.0018","0.0104","0.0014","0.0063","0.0003","0.0084","0.0008","0.0108","0.0013","0.0113","0.0021","0.0086","0.0006"
"2.8.3.1","0.004184","0.01921","0.0068","0.0015","0.0075","0.0024","0.0082","0.0024","0.0101","0.0008","0.0057","0.0023","0.0142","0.0022","0.0078","0.0025","0.0126","0.0007"
"3.1.1.41","0.001068","0.01834","0.0133","0.0009","0.0056","0.0006","0.0097","0.0011","0.0032","0.0004","0.014","0.0033","0.0059","0.0005","0.0135","0.0048","0.0076","0.0003"
"5.1.3.5","0.03031","0.05429","0.0103","0.0023","0.0112","0.0038","0.0111","0.0053","0.0118","0.0013","0.0085","0.0023","0.0071","0.0009","0.0061","0.0023","0.0063","0.0001"
"1.3.1.32","0.004813","0.01997","0.0075","0.0018","0.0078","0.0021","0.0087","0.0027","0.0098","0.0007","0.0057","0.0021","0.013","0.002","0.0073","0.0027","0.0119","0.0006"
"3.2.1.172","0.03929","0.06578","0.0111","0.0045","0.0062","0.0025","0.0092","0.0029","0.0055","0.0016","0.0083","0.0012","0.0113","0.0017","0.0097","0.0014","0.0097","0.0002"
"2.3.1.228","0.06646","0.0978","0.0081","0.0039","0.0083","0.0024","0.0092","0.0035","0.0092","0.0006","0.0068","0.0028","0.0123","0.002","0.0061","0.0025","0.0109","0.0007"
"2.3.1.229","0.06646","0.0978","0.0081","0.0039","0.0083","0.0024","0.0092","0.0035","0.0092","0.0006","0.0068","0.0028","0.0123","0.002","0.0061","0.0025","0.0109","0.0007"
"4.1.1.71","0.04241","0.06889","0.0095","0.001","0.0084","0.0036","0.0095","0.0024","0.008","0.0016","0.011","0.0022","0.0063","0.0007","0.0113","0.0038","0.0066","0.0002"
"3.5.1.26","0.05113","0.07906","0.011","0.003","0.0098","0.004","0.0124","0.0048","0.0057","0.0015","0.0099","0.0025","0.0094","0.0011","0.0063","0.0024","0.0057","0.0004"
"3.7.1.5","0.005864","0.02193","0.0099","0.0013","0.0067","0.0028","0.0097","0.003","0.0066","0.0009","0.0139","0.0038","0.0042","0.0004","0.0108","0.0063","0.0082","0.0002"
"5.1.1.8","0.02287","0.04559","0.0091","0.0032","0.0076","0.0027","0.008","0.0024","0.0067","0.0011","0.0062","0.0014","0.0129","0.0006","0.0096","0.0028","0.0096","0.0004"
"3.7.1.17","0.07045","0.1024","0.0095","0.001","0.0091","0.0031","0.0093","0.0018","0.0079","0.0018","0.0087","0.0013","0.0068","0.0008","0.0118","0.0034","0.0067","0.0003"
"3.6.1.41","0.06098","0.09161","0.0084","0.0008","0.008","0.0016","0.0085","0.0025","0.0089","0.0005","0.0066","0.0014","0.0104","0.0008","0.0103","0.0028","0.0084","0.0001"
"1.17.1.1","0.01764","0.03839","0.0094","0.0023","0.008","0.0017","0.0096","0.0025","0.0055","0.0005","0.0071","0.0015","0.0118","0.0008","0.0098","0.0026","0.0081","0.0003"
"3.7.1.14","0.04883","0.07646","0.0094","0.0025","0.0093","0.003","0.0079","0.0005","0.0085","0.0024","0.0088","0.0008","0.0066","0.0006","0.0117","0.0036","0.0072","0.0003"
"1.8.2.2","0.004682","0.01988","0.0075","0.0026","0.0078","0.0014","0.0067","0.0015","0.0112","0.0018","0.006","0.0015","0.0116","0.0013","0.0076","0.0009","0.0109","0.0004"
"2.7.1.47","0.00688","0.02278","0.0069","0.0021","0.0081","0.0021","0.0084","0.0026","0.0094","0.0009","0.0057","0.0027","0.0123","0.0019","0.0069","0.0031","0.0115","0.0007"
"2.6.1.36","0.5551","0.5703","0.0092","0.0016","0.0095","0.0038","0.0078","0.0014","0.0079","0.0022","0.0092","0.0015","0.0078","0.0009","0.0103","0.0032","0.0074","0.0002"
"1.1.1.91","0.004704","0.0199","0.0062","0.0015","0.0077","0.0027","0.0078","0.0023","0.01","0.0006","0.0054","0.0019","0.0129","0.0021","0.0071","0.0025","0.0118","0.0006"
"3.1.3.6","0.0008079","0.01834","0.0137","0.0025","0.0056","0.0023","0.0088","0.0007","0.0029","0.001","0.0146","0.0039","0.0076","0.0005","0.0095","0.0005","0.0062","0.0002"
"3.1.4.16","0.0008079","0.01834","0.0137","0.0025","0.0056","0.0023","0.0088","0.0007","0.0029","0.001","0.0146","0.0039","0.0076","0.0005","0.0095","0.0005","0.0062","0.0002"
"2.7.7.58","0.001599","0.01834","0.011","0.0019","0.0053","0.0012","0.0098","0.0033","0.0047","0.002","0.0155","0.0046","0.0036","0.0003","0.0121","0.0063","0.0066","0.0003"
"3.4.13.21","0.001534","0.01834","0.0111","0.0012","0.0076","0.0005","0.0126","0.0006","0.0044","0.0005","0.0098","0.0013","0.0091","0.0009","0.008","0.0016","0.0059","0.0005"
"4.4.1.22","0.006574","0.02254","0.0069","0.0016","0.0077","0.0022","0.0085","0.0028","0.0091","0.0007","0.0056","0.0022","0.0126","0.0019","0.0063","0.0027","0.0115","0.0007"
"5.3.4.1","0.02587","0.04933","0.0087","0.0009","0.0074","0.0016","0.0083","0.0027","0.0086","0.0006","0.0065","0.0013","0.0108","0.0007","0.0096","0.0026","0.0081","0.0001"
"2.3.3.5","0.009544","0.02617","0.0087","0.0032","0.0071","0.002","0.0076","0.0024","0.0068","0.0003","0.0059","0.0004","0.0117","0.0007","0.0105","0.0025","0.0095","0.0001"
"1.13.11.25","0.0602","0.09063","0.0092","0.0011","0.0088","0.0031","0.0092","0.0024","0.0072","0.0021","0.0092","0.0012","0.0066","0.0007","0.0109","0.003","0.0064","0.0004"
"1.1.2.6","0.005404","0.02106","0.0062","0.0016","0.0079","0.0023","0.0082","0.0026","0.0099","0.0009","0.0053","0.0019","0.0121","0.0019","0.0067","0.0028","0.0112","0.0006"
"1.5.1.28","0.005559","0.02138","0.0063","0.0018","0.0074","0.0021","0.008","0.0027","0.0093","0.0007","0.0054","0.0024","0.0126","0.002","0.0065","0.0025","0.0115","0.0007"
"1.14.13.25","0.009623","0.02627","0.0134","0.0066","0.0079","0.0025","0.0133","0.0009","0.0027","0.0002","0.0118","0.0051","0.0061","0.0006","0.0054","0.0028","0.0063","0.0004"
"2.1.1.104","0.0008197","0.01834","0.0101","0.0014","0.006","0.0014","0.0086","0.0012","0.0033","0.0003","0.0131","0.0025","0.0049","0.0004","0.0135","0.005","0.0071","0.0004"
"4.1.1.18","0.003162","0.01834","0.0111","0.0014","0.0071","0.0022","0.011","0.0024","0.0047","0.0008","0.0122","0.0021","0.0055","0.0004","0.0096","0.0023","0.0053","0.0003"
"3.5.1.86","0.00445","0.01956","0.0062","0.0018","0.0075","0.0021","0.0076","0.0025","0.0093","0.0009","0.0049","0.002","0.0122","0.0019","0.0071","0.0029","0.0113","0.0007"
"1.3.5.6","0.0116","0.02939","0.0035","0.0022","0.0082","0.0085","0.0034","0.0012","0.0164","0.0042","0.002","0.0009","0.0119","0.0048","0.0074","0.0046","0.0132","0.0005"
"2.1.1.34","0.0009076","0.01834","0.0099","0.0003","0.0062","0.0008","0.0072","0.0005","0.0048","0.0006","0.0115","0.0023","0.0069","0.0005","0.0112","0.0043","0.0084","0.0002"
"4.2.3.3","0.005445","0.02114","0.0121","0.0023","0.0072","0.0019","0.0078","0.0017","0.004","0.0007","0.0108","0.0024","0.0086","0.0007","0.0089","0.0019","0.0064","0.0001"
"1.14.13.84","0.1622","0.1959","0.008","0.0016","0.009","0.0042","0.007","0.0011","0.0093","0.0016","0.0069","0.0007","0.0071","0.0009","0.0111","0.0041","0.0072","0"
"3.2.1.17","0.02163","0.04384","0.0071","0.0025","0.0068","0.0031","0.0079","0.0036","0.0069","0.0009","0.0045","0.0012","0.0106","0.0013","0.0116","0.0023","0.0097","0.0003"
"1.3.5.3","0.00506","0.02038","0.0102","0.0014","0.0071","0.0025","0.0116","0.0025","0.005","0.0008","0.0115","0.0024","0.0051","0.0004","0.0097","0.0035","0.0046","0.0004"
"1.2.1.91","0.001235","0.01834","0.0098","0.0008","0.0062","0.0016","0.0106","0.0022","0.0049","0.0012","0.0135","0.0034","0.0064","0.0004","0.0092","0.002","0.0039","0.0002"
"3.3.2.12","0.001235","0.01834","0.0098","0.0008","0.0062","0.0016","0.0106","0.0022","0.0049","0.0012","0.0135","0.0034","0.0064","0.0004","0.0092","0.002","0.0039","0.0002"
"3.5.2.12","0.004136","0.01917","0.0058","0.0018","0.0074","0.0021","0.0076","0.0023","0.009","0.0008","0.0051","0.0023","0.0117","0.0018","0.0062","0.0027","0.0109","0.0007"
"1.16.8.1","0.005977","0.02211","0.0061","0.002","0.0074","0.0022","0.0081","0.0028","0.0087","0.0007","0.0053","0.0022","0.0118","0.0018","0.0056","0.0026","0.0107","0.0007"
"2.7.8.6","0.003292","0.0184","0.0059","0.0021","0.0074","0.0024","0.0073","0.0023","0.0095","0.0005","0.0048","0.002","0.0118","0.0019","0.0055","0.0025","0.0112","0.0006"
"6.2.1.27","0.003219","0.01834","0.0059","0.0018","0.0076","0.0021","0.0077","0.0023","0.0093","0.0006","0.005","0.0021","0.0117","0.0019","0.0058","0.0029","0.0107","0.0006"
"1.13.11.9","0.003569","0.01868","0.0056","0.0016","0.0072","0.0024","0.0072","0.0021","0.0097","0.0006","0.0047","0.0021","0.0121","0.0019","0.0058","0.0025","0.011","0.0006"
"1.1.1.159","0.1875","0.2208","0.0084","0.0009","0.0085","0.0031","0.0075","0.001","0.0078","0.0021","0.0077","0.001","0.0064","0.0007","0.0104","0.0033","0.0063","0.0003"
"2.7.2.2","0.001341","0.01834","0.0121","0.0026","0.0055","0.0047","0.0113","0.0015","0.0017","0.0004","0.0171","0.0039","0.0037","0.0002","0.0081","0.003","0.0033","0.0002"
"3.5.3.13","0.0404","0.06673","0.0082","0.0032","0.007","0.0012","0.0072","0.0015","0.008","0.0001","0.0054","0.0009","0.0095","0.0008","0.0094","0.0028","0.0083","0.0003"
"6.1.1.13","0.005233","0.02068","0.0066","0.0018","0.0072","0.0023","0.0069","0.0021","0.0088","0.0007","0.0049","0.0019","0.0114","0.0018","0.0059","0.0028","0.0109","0.0007"
"1.13.11.16","0.1794","0.213","0.0084","0.0016","0.0088","0.0031","0.007","0.0005","0.0082","0.0021","0.0066","0.0012","0.0065","0.0008","0.0104","0.0037","0.0068","0.0003"
"2.7.10.2","0.003756","0.01878","0.0059","0.0019","0.0073","0.0023","0.0073","0.0022","0.009","0.0006","0.0055","0.0019","0.0113","0.0018","0.0055","0.0025","0.0106","0.0007"
"2.7.6.2","0.006776","0.02257","0.0122","0.0023","0.0065","0.0039","0.0099","0.0017","0.0046","0.001","0.0126","0.0025","0.0057","0.0001","0.0053","0.0013","0.0053","0.0001"
"3.2.1.58","0.003776","0.01878","0.0054","0.0018","0.0072","0.002","0.007","0.0023","0.009","0.0008","0.0047","0.0024","0.0123","0.0019","0.0053","0.0027","0.0111","0.0006"
"2.6.1.55","0.01206","0.02995","0.0081","0.0008","0.0053","0.0002","0.0109","0.0023","0.004","0.0011","0.0079","0.0012","0.0087","0.0018","0.0094","0.0029","0.0074","0.0001"
"5.1.2.2","0.005563","0.02138","0.0058","0.0019","0.0069","0.0022","0.007","0.002","0.0087","0.0007","0.0055","0.002","0.0112","0.0018","0.0059","0.002","0.0104","0.0006"
"1.1.1.67","0.002202","0.01834","0.0096","0.0019","0.0064","0.0017","0.0106","0.0008","0.004","0.0003","0.0109","0.002","0.0061","0.0006","0.0078","0.0019","0.0056","0.0003"
"3.1.13.1","0.01207","0.02995","0.0068","0.0024","0.006","0.0023","0.0068","0.0022","0.0062","0.0009","0.0051","0.0009","0.0113","0.0021","0.0087","0.0026","0.01","0.0003"
"2.4.2.52","0.008566","0.02513","0.0079","0.0033","0.0059","0.0015","0.0062","0.0017","0.0069","0.0012","0.005","0.001","0.0101","0.001","0.0099","0.0015","0.0088","0.0005"
"1.14.13.7","0.004406","0.01956","0.0056","0.0017","0.007","0.0022","0.0072","0.0023","0.0086","0.0007","0.0054","0.0015","0.0112","0.0018","0.0053","0.0025","0.0103","0.0006"
"1.3.99.5","0.3239","0.3493","0.0076","0.0019","0.0082","0.0039","0.0063","0.0012","0.0084","0.0022","0.0065","0.0011","0.0061","0.0008","0.0107","0.0037","0.0067","0.0002"
"3.2.1.3","0.06294","0.0938","0.0057","0.0015","0.0064","0.0056","0.0063","0.0017","0.0093","0.0027","0.0039","0.0011","0.0097","0.0035","0.0082","0.0008","0.0108","0.0002"
"3.5.4.32","0.004089","0.01906","0.0053","0.0018","0.0069","0.0022","0.0069","0.0022","0.0087","0.0007","0.005","0.0021","0.0117","0.0019","0.0053","0.0024","0.0105","0.0006"
"3.5.1.68","0.01885","0.04025","0.0076","0.0029","0.0068","0.0006","0.0069","0.0014","0.0066","0.0012","0.0048","0.0008","0.0094","0.0011","0.0098","0.0028","0.0083","0.0004"
"1.1.99.3","0.02206","0.04446","0.0085","0.0076","0.0053","0.001","0.0057","0.0012","0.0076","0.0018","0.0046","0.0016","0.0095","0.0013","0.0095","0.0016","0.0092","0.0004"
"2.7.1.119","0.004597","0.01977","0.0053","0.0021","0.0068","0.0022","0.0071","0.0018","0.0086","0.0007","0.0048","0.0023","0.0111","0.0018","0.0056","0.0019","0.0103","0.0006"
"4.1.1.45","0.001037","0.01834","0.0104","0.0004","0.0046","0.0023","0.0106","0.0004","0.0027","0.0005","0.0117","0.0019","0.0059","0.0002","0.0089","0.0002","0.0045","0.0002"
"3.5.1.82","0.003922","0.01878","0.0051","0.0019","0.0069","0.0023","0.0068","0.0021","0.0088","0.0006","0.0047","0.0023","0.0112","0.0018","0.0052","0.0025","0.0103","0.0006"
"4.99.1.5","0.00377","0.01878","0.0051","0.0018","0.0069","0.0023","0.0068","0.0022","0.0088","0.0006","0.0045","0.002","0.0112","0.0018","0.0053","0.0027","0.0103","0.0006"
"1.1.1.65","0.003785","0.01878","0.0051","0.0018","0.0069","0.0023","0.007","0.0022","0.0087","0.0007","0.0044","0.002","0.0112","0.0018","0.0053","0.0025","0.0103","0.0006"
"4.1.1.86","0.002514","0.01834","0.0087","0.0032","0.0053","0.001","0.009","0.0015","0.0043","0.0016","0.009","0.0012","0.0047","0.0003","0.011","0.0041","0.0067","0.0001"
"2.1.1.61","0.01273","0.03101","0.0075","0.0016","0.0066","0.0014","0.0073","0.0022","0.0058","0.0002","0.0057","0.0011","0.0097","0.001","0.0089","0.0015","0.0068","0.0003"
